,Compound,Date,Negative,Neutral,News_outlet,Positive,Tweet,Tweet_number
7374,0.2732,2018-07-16 20:23:48,0.113,0.718,CNN,0.169,Trump is no longer leader of the free world | By John Avlon via @CNNOpinion https://t.co/zJ0UJEWk5O https://t.co/T2wk30Wc16,4855
7375,0.5719,2018-07-16 20:18:37,0.0,0.821,CNN,0.179,GOP Sen. Bob Corker remarked that Russian President Vladimir Putin was probably celebrating after his joint appeara… https://t.co/UiH0Xh2ve5,4856
7376,0.0,2018-07-16 20:17:14,0.0,1.0,CNN,0.0,A simple explanation for why Trump treats Putin this way | Analysis by CNN's Gregory Krieg https://t.co/eL0BxKpZa1 https://t.co/CktCdMDg3w,4857
7377,0.7351,2018-07-16 20:15:02,0.0,0.69,CNN,0.31,"RT @TheLeadCNN: A national security expert who has supported President Trump, tells @jaketapper that the President was, “Played like a fidd…",4858
7378,0.0,2018-07-16 20:14:30,0.0,1.0,CNN,0.0,"Three years after the massacre in Charleston, the Emanuel AME Church is looking to construct a memorial of remembra… https://t.co/9m0qgQB8it",4859
7379,0.4767,2018-07-16 20:06:23,0.0,0.881,CNN,0.119,"RT @CNNnewsroom: ""I was floored ... my expectations weren't that high ... but I certainly didn't expect to hear what we all heard from the…",4860
7380,0.7003,2018-07-16 20:06:00,0.0,0.688,CNN,0.312,Amazon CEO Jeff Bezos -- the world's wealthiest person -- is now worth more than $150 billion… https://t.co/J7qB7F9489,4861
7381,-0.25,2018-07-16 20:04:45,0.105,0.895,CNN,0.0,The official most incredible reason Trump wanted alone time with Putin | Analysis by CNN's Z. Byron Wolf… https://t.co/4jTKugtsEo,4862
7382,0.3818,2018-07-16 20:02:38,0.074,0.785,CNN,0.14,"RT @TheLeadCNN: ""The US Justice Department revealing just minutes ago that they've charged a Russian national with being a spy for the Russ…",4863
7383,0.1027,2018-07-16 20:01:40,0.119,0.743,CNN,0.139,An upcoming Visa policy change will make it easier for the Trump administration to deny applications… https://t.co/yMGoImpWR0,4864
7384,0.0,2018-07-16 20:00:08,0.0,1.0,CNN,0.0,"Anderson Cooper is live from Helsinki, Finland, for the debut of Anderson Cooper Full Circle, a daily interactive n… https://t.co/KUxUIf0xB0",4865
7385,0.0,2018-07-16 19:58:54,0.0,1.0,CNN,0.0,Blake Shelton took a spill on stage and asked fans for video of it https://t.co/nhjW6qAe0p https://t.co/e2bPcDg9af,4866
7386,0.0,2018-07-16 19:58:19,0.0,1.0,CNN,0.0,New York Gov. Cuomo is launching an investigation to determine if WH senior adviser Jared Kushner's family real est… https://t.co/Gh4xKSBpvH,4867
7387,0.4019,2018-07-16 19:56:26,0.0,0.899,CNN,0.101,"RT @CNNnewsroom: ""A few of our Republican colleagues have spoken out, and talked the talk. But it's time for the Republican party to walk t…",4868
7388,0.5994,2018-07-16 19:56:02,0.0,0.822,CNN,0.178,Formula E crowned a new champion Saturday in New York. For the first time in the electric championship's history th… https://t.co/5saQdfyhpf,4869
7389,0.1531,2018-07-16 19:53:15,0.105,0.762,CNN,0.133,"RT @AC360: ""No prior president has ever abased himself more abjectly before a tyrant"" -  @AndersonCooper reads @SenJohnMcCain's powerful st…",4870
7390,-0.1567,2018-07-16 19:51:14,0.18,0.671,CNN,0.149,"The most shameful, stunning moment of the Trump presidency | Analysis by CNN's Chris Cillizza… https://t.co/mrdKPkg5vI",4871
7391,-0.8074,2018-07-16 19:48:49,0.342,0.658,CNN,0.0,"12 people were injured when a lava bomb hit a tour boat in Hawaii, the Hawaii County Fire Department said… https://t.co/KTtddpS1Cf",4872
7392,0.0,2018-07-16 19:35:43,0.0,1.0,CNN,0.0,"Sen. Chuck Schumer on Trump's press conference with Putin: President Trump ""took the word of the KGB over the men a… https://t.co/77xOWFza52",4873
7393,-0.34,2018-07-16 19:30:08,0.13,0.87,CNN,0.0,A Democratic combat veteran running to unseat a longtime Republican incumbent in Texas has outraised him this quart… https://t.co/SZOgWFjyzJ,4874
7394,0.0,2018-07-16 19:28:33,0.0,1.0,CNN,0.0,"Sen. Chuck Schumer on the Trump-Putin summit: ""When it comes to the interference in our 2016 elections, the Preside… https://t.co/0mkCXeNO3r",4875
7395,-0.6249,2018-07-16 19:22:01,0.256,0.667,CNN,0.077,"RT @CNNPolitics: Maria Butina, who was involved with a Russian gun group that the NRA was supportive of, was arrested Sunday and charged wi…",4876
7396,-0.3818,2018-07-16 19:20:06,0.133,0.867,CNN,0.0,"Once red-hot, oil prices are suddenly tanking. Rumors about emergency action from the Trump administration helped s… https://t.co/wRfbXcQxrY",4877
7397,0.1779,2018-07-16 19:16:34,0.132,0.692,CNN,0.176,BREAKING: The United States charges a Russian national with being a foreign agent https://t.co/78JjEN7mDY https://t.co/kxw6wFIN4S,4878
7398,0.2023,2018-07-16 19:14:04,0.101,0.758,CNN,0.141,"Sen. Chuck Schumer slams Trump's press conference with Putin: ""President Trump has strengthened our adversaries whi… https://t.co/q4YZxCL45X",4879
7399,0.0,2018-07-16 19:10:06,0.0,1.0,CNN,0.0,Michelle Obama was dancing front and center at Beyoncé and Jay-Z's concert in Paris this weekend… https://t.co/7k2KuuO3tw,4880
7400,-0.3182,2018-07-16 19:00:10,0.268,0.732,CNN,0.0,The US is facing a serious shortage of airline pilots https://t.co/TxR2tt3aRr https://t.co/libBTlPMcc,4881
7401,0.25,2018-07-16 18:50:05,0.0,0.905,CNN,0.095,Lava that's still flowing from the Kilauea volcano has now created a tiny new island off the coast of Hawaii… https://t.co/4aVOqxlfqI,4882
7402,0.0,2018-07-16 18:45:09,0.0,1.0,CNN,0.0,Netflix is getting bigger and bigger. But can it keep that momentum going? https://t.co/xjdtPPtLMN https://t.co/WGCWf8X6rC,4883
7403,0.0,2018-07-16 18:40:11,0.0,1.0,CNN,0.0,"Papa John's founder John Schnatter kicked out of his office at Papa John's headquarters in Louisville, Kentucky.

L… https://t.co/EP10wVDQEE",4884
7404,0.0,2018-07-16 18:38:21,0.0,1.0,CNN,0.0,"RT @AC360: What questions do you have for @AndersonCooper about the Trump-Putin summit, covering this story, or anything about the range of…",4885
7405,-0.8834,2018-07-16 18:30:09,0.407,0.593,CNN,0.0,"After the funeral of a man killed by a crocodile in Indonesia, angry villagers stormed a farm and slaughtered nearl… https://t.co/4sjpMolTzi",4886
7406,0.2732,2018-07-16 18:20:08,0.0,0.87,CNN,0.13,Adidas has committed to using only recycled plastic in its products by 2024 https://t.co/FmCijrNQvo https://t.co/8bTsBMOFbB,4887
7407,0.1779,2018-07-16 18:10:00,0.0,0.928,CNN,0.072,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/9yDR0nMyjH,4888
7408,0.25,2018-07-16 18:00:15,0.0,0.909,CNN,0.091,"Anderson Cooper Full Circle, a program created for you and by you, premieres today at 6:25 p.m. ET only on Facebook… https://t.co/YIjRSyWTky",4889
7409,0.7003,2018-07-16 17:55:03,0.138,0.488,CNN,0.374,A dramatic rescue operation successfully freed a humpback whale trapped in a shark net off Australia's Gold Coast… https://t.co/I5rBk6cMM6,4890
7410,0.0,2018-07-16 17:47:00,0.0,1.0,CNN,0.0,Republican Sen. Bob Corker on President Trump’s press conference with Russian President Vladimir Putin: “I did not… https://t.co/Ey8nnut3Zs,4891
7411,0.2263,2018-07-16 17:35:04,0.0,0.913,CNN,0.087,"City workers who weed and water the flowers in Powell, Wyoming, were surprised to find something tucked in among th… https://t.co/500txJ6K7c",4892
7412,0.7783,2018-07-16 17:25:41,0.0,0.709,CNN,0.291,"Parents waiting to be reunited with their children: ""To the people of the United States, please help us. We are des… https://t.co/8b1GXdaZKn",4893
7413,0.34,2018-07-16 17:16:04,0.0,0.876,CNN,0.124,"President Trump has amassed $53 million for his re-election efforts, new disclosures show, giving him a major finan… https://t.co/a6fIA9LbPs",4894
7414,0.0,2018-07-16 17:05:42,0.0,1.0,CNN,0.0,"Kensington Palace releases the first official photographs from the christening of Prince Louis, the third child of… https://t.co/neQhcuZmpf",4895
7415,0.3612,2018-07-16 16:50:12,0.0,0.884,CNN,0.116,Bank of America says that deposits made on mobile devices like smartphones and tablets are outpacing those made at… https://t.co/SVDWp0ngBL,4896
7416,0.0,2018-07-16 16:41:58,0.0,1.0,CNN,0.0,President Trump at the news conference with Putin on Russian interference in the US election: President Putin said… https://t.co/Cw4PBCm7p5,4897
7417,0.0,2018-07-16 16:32:17,0.0,1.0,CNN,0.0,Anderson Cooper Full Circle premieres today at 6:25 p.m. ET only on Facebook Watch. Anderson will be live from Hels… https://t.co/RDGZc0Pbli,4898
7418,0.2732,2018-07-16 16:26:22,0.0,0.884,CNN,0.116,Former CIA Director John Brennan tweeted a strongly worded reaction to President Trump's news conference with Russi… https://t.co/jS1qT1Sd3J,4899
7419,0.4767,2018-07-16 16:16:09,0.0,0.846,CNN,0.154,"President Trump declines to side with US intelligence that Russia interfered in the 2016 presidential election.

In… https://t.co/l8tH6d4jRK",4900
7420,0.4215,2018-07-16 16:00:28,0.0,0.851,CNN,0.149,Russian President Vladimir Putin presents a soccer ball to President Trump to recognize the United States co-hostin… https://t.co/OqGA1rOFeL,4901
7421,0.3182,2018-07-16 15:49:43,0.0,0.892,CNN,0.108,"President Trump says he holds the US and Russia responsible for breakdown in relationship: ""I hold both countries r… https://t.co/SAYOfUgze9",4902
7422,0.6546,2018-07-16 15:35:29,0.0,0.78,CNN,0.22,"President Trump on the United States and Russia: ""Our relationship has never been worse than it is now, however tha… https://t.co/eXyUiVUkw9",4903
7423,0.0,2018-07-16 15:28:01,0.0,1.0,CNN,0.0,"Russian President Vladimir Putin, standing next to President Trump at a news conference, insists that Russia ""never… https://t.co/S5djLL1E29",4904
7424,0.0,2018-07-16 15:11:58,0.0,1.0,CNN,0.0,President Trump and Russian President Vladimir Putin are holding a joint press conference following their lengthy o… https://t.co/x6A0KiPUAt,4905
7425,0.0,2018-07-16 15:04:39,0.0,1.0,CNN,0.0,"Rodrigues Island, a tiny dot in the Indian ocean, has built an economy and identity around octopus fishing… https://t.co/3Cwc9avb76",4906
7426,-0.6486,2018-07-16 14:50:08,0.202,0.798,CNN,0.0,"There were three police officer-involved shootings over the past weekend that left a combined four people dead, inc… https://t.co/80YFLuc901",4907
7427,0.25,2018-07-16 14:43:04,0.0,0.905,CNN,0.095,Lava that's still flowing from the Kilauea volcano has now created a tiny new island off the coast of Hawaii… https://t.co/2N5NgzFgep,4908
7428,-0.4927,2018-07-16 14:33:07,0.151,0.849,CNN,0.0,'Each day is more painful than the last': Parents separated from kids beg the US public for help… https://t.co/6VX1ZHpWul,4909
7429,0.0,2018-07-16 14:24:56,0.0,1.0,CNN,0.0,This is why Putin is frequently late to meetings https://t.co/pCjpHITeVq https://t.co/2bdiIfhg47,4910
7430,0.0,2018-07-16 14:14:33,0.0,1.0,CNN,0.0,"Anderson Cooper is live from Helsinki, Finland, for the debut of Anderson Cooper Full Circle, a daily interactive n… https://t.co/uOk9R03Mtw",4911
7431,0.0,2018-07-16 13:58:10,0.0,1.0,CNN,0.0,"Singer-songwriter @jeweljk – from homeless to Grammy nominee: “Fame never was a lure for me, it was always sort of… https://t.co/pXhkXWttuc",4912
7432,-0.3182,2018-07-16 13:47:07,0.268,0.732,CNN,0.0,The US is facing a serious shortage of airline pilots https://t.co/yajYgcaXF4 https://t.co/cGLEBmAY6g,4913
7433,0.0,2018-07-16 13:36:30,0.0,1.0,CNN,0.0,"Papa John's founder John Schnatter kicked out of his office at Papa John's headquarters in Louisville, Kentucky.

L… https://t.co/lFxf0lXIll",4914
7434,-0.8834,2018-07-16 13:25:02,0.407,0.593,CNN,0.0,"After the funeral of a man killed by a crocodile in Indonesia, angry villagers stormed a farm and slaughtered nearl… https://t.co/xpV73KjJqq",4915
7435,-0.5423,2018-07-16 13:16:27,0.171,0.829,CNN,0.0,"Republican Sen. Ben Sasse: President Trump should declare Russia is ""the enemy of America and our allies""… https://t.co/k7KUFGJqCO",4916
7436,0.0,2018-07-16 13:09:24,0.0,1.0,CNN,0.0,Here's what Russian President Vladimir Putin said when he met Trump: https://t.co/5yFdmmTKgr https://t.co/PuzhZkyGCs,4917
7437,0.0,2018-07-16 12:55:45,0.0,1.0,CNN,0.0,Anderson Cooper Full Circle —  CNN's brand new daily interactive global brief featuring interviews with the day's b… https://t.co/56EwsoGkEm,4918
7438,0.2732,2018-07-16 12:37:18,0.0,0.87,CNN,0.13,Adidas has committed to using only recycled plastic in its products by 2024 https://t.co/pVdBwiLyZl https://t.co/rrGIHhqcfK,4919
7439,-0.25,2018-07-16 12:25:52,0.182,0.818,CNN,0.0,Why Trump wants to meet alone with Putin https://t.co/lwIoKMlzU9 https://t.co/sECZUeqEC7,4920
7440,0.0,2018-07-16 12:20:07,0.0,1.0,CNN,0.0,"Hillary Clinton trolls Trump with World Cup tweet: ""Question for President Trump as he meets Putin: Do you know whi… https://t.co/VZwTUwWP90",4921
7441,0.0,2018-07-16 12:04:57,0.0,1.0,CNN,0.0,"President Trump congratulated President Putin on Russia's hosting of the World Cup, and its team's performance. Tru… https://t.co/OLCSgVj6rb",4922
7442,0.128,2018-07-16 11:49:28,0.0,0.923,CNN,0.077,British rescuer Vern Unsworth says he is considering legal action against Elon Musk after the  US billionaire made… https://t.co/IA4gAPF7xP,4923
7443,0.8481,2018-07-16 11:33:58,0.0,0.635,CNN,0.365,"""Mr. President, Welcome to the land of free press"": A Finnish newspaper is welcoming Donald Trump and Vladimir Puti… https://t.co/jClFTu7EMh",4924
7444,0.0,2018-07-16 11:18:25,0.0,1.0,CNN,0.0,JUST IN: President Trump and Russian President Vladimir Putin meet and make statements at the presidential palace i… https://t.co/jcF3TfTDi3,4925
7445,0.0,2018-07-16 11:01:46,0.0,1.0,CNN,0.0,"JUST IN: President Trump arrives at the presidential palace in Helsinki, Finland, for his one-on-one meeting with R… https://t.co/WY4OcsRcOU",4926
7446,0.4939,2018-07-16 10:57:42,0.0,0.775,CNN,0.225,11 times Donald Trump praised Vladimir Putin | Analysis by @CillizzaCNN https://t.co/Fv36MggqBV https://t.co/4QU8T1HunZ,4927
7447,0.7003,2018-07-16 10:54:04,0.138,0.488,CNN,0.374,A dramatic rescue operation successfully freed a humpback whale trapped in a shark net off Australia's Gold Coast… https://t.co/tAt9HfVvs4,4928
7448,0.0,2018-07-16 10:48:07,0.0,1.0,CNN,0.0,"RT @cnni: JUST IN: Russian President Vladimir Putin has arrived at the Presidential Palace in Helsinki, Finland, ahead of his summit with U…",4929
7449,0.7783,2018-07-16 10:37:33,0.0,0.709,CNN,0.291,"Parents waiting to be reunited with their children: ""To the people of the United States, please help us. We are des… https://t.co/BcXscfOHzb",4930
7450,0.0,2018-07-16 10:18:41,0.0,1.0,CNN,0.0,President Trump and Russian President Vladimir Putin will have a one-on-one meeting with only their interpreters pr… https://t.co/VVCgtAAHbS,4931
7451,-0.1027,2018-07-16 10:13:35,0.142,0.734,CNN,0.124,"Hours before his meeting with Putin, President Trump faults previous US administrations and the special counsel's i… https://t.co/z3E7AS3FmK",4932
7452,0.7184,2018-07-16 09:27:07,0.0,0.75,CNN,0.25,"20 years after France won the first #WorldCup in its country's history, a youthful Les Bleus side beat Croatia 4-2… https://t.co/ebMNbAe0km",4933
7453,0.4939,2018-07-16 09:21:37,0.0,0.775,CNN,0.225,11 times Donald Trump praised Vladimir Putin | Analysis by @CillizzaCNN https://t.co/qQdqIx3KZs https://t.co/XJBNnvk6XH,4934
7454,-0.3182,2018-07-16 08:52:25,0.126,0.874,CNN,0.0,Chicago Police released bodycam video of 37-year-old Harith Augustus being shot after a confrontation with police o… https://t.co/PT41YP6R05,4935
7455,0.0,2018-07-16 08:26:42,0.0,1.0,CNN,0.0,It will be the most surreal US-Russia summit in history | Analysis by @StCollinson https://t.co/DkAjIBdRpR https://t.co/GBTOmMnMmx,4936
7456,-0.6705,2018-07-16 08:15:31,0.2,0.8,CNN,0.0,"A heat wave in southern Japan has killed at least eight people, dealing another blow to a country still recovering… https://t.co/NJaYdsRaFB",4937
7457,-0.4939,2018-07-16 08:01:17,0.354,0.488,CNN,0.159,Pussy Riot claims credit for interrupting World Cup final https://t.co/SlE6kN3jaA https://t.co/xgris8qmS5,4938
7458,0.0,2018-07-16 07:30:04,0.0,1.0,CNN,0.0,Newly-discovered fossils suggest giant dinosaurs evolved millions of years earlier than scientists thought https://t.co/y8ffvgRtOX,4939
7459,0.0,2018-07-16 07:25:07,0.0,1.0,CNN,0.0,"Kensington Palace has released the first official photographs from the christening of Prince Louis, the third child… https://t.co/j5wflyEON4",4940
7460,-0.4019,2018-07-16 07:19:04,0.162,0.838,CNN,0.0,"Ahead of summit, Trump blames US -- not Putin -- for sour relationship https://t.co/iRGYLqOqGH https://t.co/xLdkSMYEDe",4941
7461,0.0,2018-07-16 07:15:13,0.0,1.0,CNN,0.0,Shark bites Instagram model posing in the Bahamas https://t.co/A66HuwaDCO https://t.co/Kzkoo32BHJ,4942
7462,0.0,2018-07-16 07:00:10,0.0,1.0,CNN,0.0,President Trump and Katy Perry are among the Twitter users hit hardest by the follower purge https://t.co/lLHovdlkXw https://t.co/tyfavnFBHR,4943
7463,0.0,2018-07-16 06:59:37,0.0,1.0,CNN,0.0,"JUST IN: Donald Trump has arrived for breakfast with the Finnish President in Helsinki, ahead of his summit with Ru… https://t.co/auks3CAdZu",4944
7464,0.0,2018-07-16 06:45:04,0.0,1.0,CNN,0.0,"The US Navy has expanded its hair rules for female sailors, now permitting braids, ponytails and lock hairstyles… https://t.co/5D80aqjQqO",4945
7465,0.0,2018-07-16 06:30:10,0.0,1.0,CNN,0.0,"During a heat wave, students who lived in dorms without air conditioning had 13.4% longer reaction times and scored… https://t.co/ZRPUEGZ4Gj",4946
7466,-0.7964,2018-07-16 06:15:06,0.309,0.618,CNN,0.073,5-year-old Garrett Matthias prepared his own obituary before he died from a rare form of pediatric cancer. In words… https://t.co/PHiUfWze9Q,4947
7467,0.4939,2018-07-16 06:09:08,0.0,0.775,CNN,0.225,11 times Donald Trump praised Vladimir Putin | Analysis by @CillizzaCNN https://t.co/QSaYH8iTXY https://t.co/orLh2XVT1M,4948
7468,-0.0772,2018-07-16 06:00:08,0.067,0.933,CNN,0.0,Scientists at the Teopanzolco archeological site discovered an ancient temple this week that was exposed by the dev… https://t.co/Dze8f5dElW,4949
7469,0.4404,2018-07-16 05:45:05,0.0,0.868,CNN,0.132,"Scientists have discovered the world's oldest color. It's bright pink -- the color of bubble gum, flamingos and cot… https://t.co/jJgJGzdn1e",4950
7470,-0.4939,2018-07-16 05:41:00,0.151,0.849,CNN,0.0,Billionaire tech entrepreneur Elon Musk made an unfounded and disparaging claim about an expert caver involved in t… https://t.co/kMUcdn233m,4951
7471,0.743,2018-07-16 05:30:07,0.0,0.741,CNN,0.259,"Pininfarina, the Italian firm best known for designing some of Ferrari's most famous cars, will create a 250 mph el… https://t.co/D353HMQXsc",4952
7472,0.4939,2018-07-16 05:15:04,0.0,0.833,CNN,0.167,"In an experiment, Australian scientists have successfully wiped out more than 80% of disease-carrying mosquitoes in… https://t.co/RIzxkae1SU",4953
7473,0.7096,2018-07-16 05:00:12,0.0,0.772,CNN,0.228,"From the biggest street art party in Hong Kong to a community art tour, here are six Instagrammable ways to enjoy H… https://t.co/9ttZSqcHUX",4954
7474,-0.4215,2018-07-16 04:45:49,0.215,0.629,CNN,0.156,This 12-year-old who is battling a rare bone cancer had her wish granted when she got to see the ocean and learn to… https://t.co/AtRqJ8T6s1,4955
7475,-0.0772,2018-07-16 04:30:09,0.067,0.933,CNN,0.0,Scientists at the Teopanzolco archeological site discovered an ancient temple this week that was exposed by the dev… https://t.co/N5fT0sHN2F,4956
7476,0.0,2018-07-16 04:15:07,0.0,1.0,CNN,0.0,"Archaeologists unearth a mysterious sarcophagus in Egypt 
https://t.co/Xl0wvycuYb https://t.co/DgXKksVq3t",4957
7477,0.4019,2018-07-16 04:00:19,0.0,0.87,CNN,0.13,A jury has awarded $4.62 billion to 22 women who sued pharmaceutical giant Johnson &amp; Johnson alleging their ovarian… https://t.co/tT4JGWL2sZ,4958
7478,0.4588,2018-07-16 03:45:06,0.0,0.818,CNN,0.182,"Apple is updating its flagship MacBook Pro line of laptops to make them faster, brighter and quieter.

The company… https://t.co/hLdw0N0RzX",4959
7479,0.0,2018-07-16 03:30:04,0.0,1.0,CNN,0.0,"Russian President Vladimir Putin wants to pull a fast one on President Trump, writes Samantha Vinograd for… https://t.co/0lwqREDQ1o",4960
7480,-0.4939,2018-07-16 03:15:03,0.354,0.488,CNN,0.159,Pussy Riot claims credit for interrupting World Cup final https://t.co/ydzZJQ2AEg https://t.co/oS3cfVSh59,4961
7481,-0.2263,2018-07-16 03:00:17,0.128,0.872,CNN,0.0,"From London to Helsinki, protests followed President Trump through Europe all weekend https://t.co/cdgq18e8Mk https://t.co/aadZMplXWR",4962
7482,0.0,2018-07-16 02:45:09,0.0,1.0,CNN,0.0,Richie Porte crashes out of Tour de France for second year in a row https://t.co/xKtzLx7cwE https://t.co/AyLpP6OeB0,4963
7483,0.3818,2018-07-16 02:30:12,0.0,0.852,CNN,0.148,"You're paying for President Trump to promote his golf courses, writes Dean Obeidallah for @CNNOpinion… https://t.co/LCYhCxljo1",4964
7484,-0.8689,2018-07-16 02:15:05,0.557,0.443,CNN,0.0,Kabul suicide bombing leaves at least 7 dead https://t.co/k7osDlRAI5 https://t.co/tjPGu5ydXj,4965
7485,-0.7506,2018-07-16 02:00:06,0.39,0.61,CNN,0.0,Chicago man killed by police identified after a night of protests https://t.co/1oBB4ZE1Du https://t.co/4boNJhwGfW,4966
7486,0.8658,2018-07-16 01:45:07,0.0,0.623,CNN,0.377,Jean Eric-Vergne capped a triumphant day for France by winning the final round of the Formula E championship in New… https://t.co/ynDo04xPZx,4967
7487,0.5423,2018-07-16 01:30:08,0.064,0.723,CNN,0.213,Leaders of the California Democratic Party overwhelmingly have voted to endorse Kevin de León for the US Senate ove… https://t.co/jT5fS9twk3,4968
7488,-0.6808,2018-07-16 01:15:05,0.341,0.588,CNN,0.071,"Death toll in Nicaragua protests reaches 273, human rights group says https://t.co/FDi8RVVUhr https://t.co/whnC0YTCj0",4969
7489,0.3612,2018-07-16 01:00:13,0.0,0.667,CNN,0.333,Why Prime Day is important to Amazon https://t.co/VxLJ5dE834 https://t.co/ug7VGF66rx,4970
7490,-0.2263,2018-07-16 00:45:07,0.139,0.762,CNN,0.099,Police in Scotland have arrested the paragliding protester who was able to get surprisingly close to President Trum… https://t.co/PGrikajCxN,4971
7491,0.0,2018-07-16 00:30:07,0.0,1.0,CNN,0.0,President Trump tells officials how Russian President Vladimir Putin will respond to meddling question… https://t.co/4gHEZe3HmA,4972
7492,0.4019,2018-07-16 00:15:06,0.0,0.816,CNN,0.184,Here's what you need to know to start your week smart https://t.co/qsKXHe0MPc https://t.co/N4NPPZljhz,4973
7493,-0.743,2018-07-16 00:00:16,0.27,0.73,CNN,0.0,"President Trump calls embattled FBI agent Peter Strzok ""a disgrace to our country,"" says investigation ""hurts our r… https://t.co/39yC48covm",4974
7494,0.5106,2018-07-15 23:45:02,0.0,0.769,CNN,0.231,US and allies are discussing evacuating rescue group from Syria https://t.co/arxhBkDUOM https://t.co/FWfP2VdmjA,4975
7495,0.4019,2018-07-15 23:37:06,0.0,0.803,CNN,0.197,"FBI employees' support for their leadership has decreased, survey shows https://t.co/1IphIu2GNY https://t.co/T3DASXYfKi",4976
7496,0.2755,2018-07-15 23:30:14,0.0,0.877,CNN,0.123,"President Trump: Be a patriot, not a dupe, with Russian President Vladimir Putin, writes Asha Rangappa for… https://t.co/E7Nc4IrmqE",4977
7497,0.0,2018-07-15 23:22:04,0.0,1.0,CNN,0.0,Democratic Sen. Mark Warner says more Americans should be in the Trump-Putin meeting https://t.co/WrAyFtOWS4 https://t.co/84pcNflHYM,4978
7498,-0.6369,2018-07-15 23:15:07,0.276,0.724,CNN,0.0,A police officer and bystander have been fatally shot near Boston https://t.co/4LwxEUFkyM https://t.co/muflJbjmpN,4979
7499,-0.3818,2018-07-15 23:07:05,0.194,0.806,CNN,0.0,A video released by Russian President Vladimir Putin touting his country's potential future weaponry and its suppos… https://t.co/cX9E5D73RV,4980
7500,0.0,2018-07-15 23:07:05,0.0,1.0,CNN,0.0,Former NHL goalie Ray Emery dies at 35 https://t.co/MIwS3z505n https://t.co/YEqEL2dXpH,4981
7501,-0.3818,2018-07-15 23:00:21,0.194,0.806,CNN,0.0,A video released by Russian President Vladimir Putin touting his country's potential future weaponry and its suppos… https://t.co/ZnqQ3o8Pnv,4982
7502,0.0,2018-07-15 22:52:05,0.0,1.0,CNN,0.0,Trump administration tries to clarify child reunification plan https://t.co/Kq4jcHm4Uv https://t.co/vNomKJPFmG,4983
7503,0.0,2018-07-15 22:45:03,0.0,1.0,CNN,0.0,"Drake vs. the Beatles? It's time to retire the rap vs. rock cliché, writes Jennifer Lynn Stoever for @CNNOpinion… https://t.co/9a4yiC61pp",4984
7504,0.0,2018-07-15 22:37:03,0.0,1.0,CNN,0.0,How companies change packaging without alienating customers https://t.co/TBOotsTzmM https://t.co/knhj1FykJV,4985
7505,0.4767,2018-07-15 22:30:10,0.0,0.846,CNN,0.154,Republican Sen. Rand Paul says asking for the extradition of the Russian intelligence agents indicted for interferi… https://t.co/HQD67sG3N1,4986
7506,0.5859,2018-07-15 22:22:04,0.0,0.787,CNN,0.213,"France's World Cup win is a victory for immigrants everywhere, writes Peniel Joseph for @CNNOpinion… https://t.co/VaCuldzGb3",4987
7507,0.0,2018-07-15 22:15:10,0.0,1.0,CNN,0.0,"President Trump suggests he'll bring up indicted Russians with Russian President Vladimir Putin, says it's somethin… https://t.co/hieYbGalBr",4988
7508,0.3182,2018-07-15 22:00:01,0.0,0.892,CNN,0.108,"During Harry and Meghan's tour in Ireland, a teenage fan handed the Duke and Duchess of Sussex an unexpected presen… https://t.co/a4x7gnqcHD",4989
7509,-0.1779,2018-07-15 21:46:35,0.141,0.747,CNN,0.112,"Billionaire tech entrepreneur Elon Musk sent a ""kid-size submarine"" to help the 12 boys trapped in the Thai cave. V… https://t.co/Rs3KDU65VD",4990
7510,0.1531,2018-07-15 21:30:00,0.12,0.736,CNN,0.143,Fans are celebrating France's first World Cup victory in 20 years. The team defeated Croatia in the final with a sc… https://t.co/9NXLgHxg60,4991
7511,-0.4404,2018-07-15 21:15:02,0.244,0.756,CNN,0.0,Florida town reopens beaches after 2 apparent shark attacks https://t.co/MdBHPOBsoz https://t.co/1Tr7c4bhSB,4992
7512,0.5994,2018-07-15 21:00:00,0.0,0.803,CNN,0.197,"""My heart says we all better step up, that almost any patriot with a chance should be thinking about what they can… https://t.co/V5lIbZlGKH",4993
7513,0.0,2018-07-15 20:45:04,0.0,1.0,CNN,0.0,"Sacha Baron Cohen punks politicians in ""Who is America?"" https://t.co/W1u47gD6e6 https://t.co/aEBhCuxN4H",4994
7514,0.0,2018-07-15 20:30:14,0.0,1.0,CNN,0.0,"To Russian President Vladimir Putin, President Trump insists he'll be ""different"" https://t.co/qrYJzrfHXs https://t.co/JRzjECvr8G",4995
7515,-0.7269,2018-07-15 20:15:04,0.337,0.663,CNN,0.0,Protests break out in Chicago after a man is fatally shot by police https://t.co/luzD44kkLy https://t.co/coCwSayG7Q,4996
7516,0.5859,2018-07-15 20:00:23,0.0,0.84,CNN,0.16,"It was a golden weekend for Nicola Philippaerts in Chantilly, who picked up his second win of the Longines Global C… https://t.co/WhXzS8Pyn2",4997
7517,0.6988,2018-07-15 19:45:18,0.0,0.79,CNN,0.21,Having a rough day? Turn things around with the best *!&amp;$#*% thing you’ll see all week!  A brand-new season of… https://t.co/eRfjhAun8d,4998
